title,Average rating
Train of Life (Train de vie) (1998),4.5
Zeitgeist: Addendum (2008),4.5
Gifted (2017),4.5
Baraka (1992),4.5
"Scotland, Pa. (2001)",4.5
Free to Play (2014),4.5
Babette's Feast (Babettes gæstebud) (1987),4.5
Spirit Camp (2009),4.5
Welcome to Dongmakgol (2005),4.5
A Dog's Purpose (2017),4.5
All That Jazz (1979),4.5
All About My Mother (Todo sobre mi madre) (1999),4.5
The Last Witch Hunter (2015),4.5
Ali Wong: Baby Cobra (2016),4.5
Jesus of Montreal (Jésus de Montréal) (1989),4.5
Danny Collins (2015),4.5
Happy People: A Year in the Taiga (2010),4.5
Tokyo Idols (2017),4.5
"Claire's Knee (Genou de Claire, Le) (1970)",4.5
Alpha and Omega 3: The Great Wolf Games (2014),4.5
Cure (1997),4.5
Love & Mercy (2014),4.5
Legend No. 17 (2013),4.5
What's Your Number? (2011),4.5
High School (2010),4.5
"Dernier Combat, Le (Last Battle, The) (1983)",4.5
How to Get Ahead in Advertising (1989),4.5
Walkabout (1971),4.5
Mildred Pierce (2011),4.5
The Magician (1958),4.5
John Dies at the End (2012),4.5
Onibaba (1964),4.5
Darkest Hour (2017),4.5
Vacation (2015),4.5
"Times of Harvey Milk, The (1984)",4.5
Hunger (2008),4.5
The Amazing Screw-On Head (2006),4.5
Iris (2001),4.5
Ordinary Miracle (1978),4.5
"Dancer Upstairs, The (2002)",4.5
DiG! (2004),4.5
Hardcore Henry (2015),4.5
Stop Making Sense (1984),4.5
Rudderless (2014),4.5
Get Real (1998),4.5
The Hundred-Foot Journey (2014),4.5
"White Ribbon, The (Das weiße Band) (2009)",4.5
"Price of Milk, The (2000)",4.5
Carandiru (2003),4.5
"Lion King 1½, The (2004)",4.5
"Revenant, The (2009)",4.5
Love (2015),4.5
"Corbeau, Le (Raven, The) (1943)",4.5
Stage Door (1937),4.5
The Overnight (2015),4.5
Hood of Horror (2006),4.5
"Big Red One, The (1980)",4.5
Brothers (Brødre) (2004),4.5
"Best Exotic Marigold Hotel, The (2011)",4.5
UnHung Hero (2013),4.5
Seven Brides for Seven Brothers (1954),4.5
How to Kill Your Neighbor's Dog (2000),4.5
Dragonheart 2: A New Beginning (2000),4.5
"Human Condition II, The (Ningen no joken II) (1959)",4.5
Spiral (2007),4.5
"Immigrant, The (1917)",4.5
The Do-Over (2016),4.5
Style Wars (1983),4.5
"It's the Great Pumpkin, Charlie Brown (1966)",4.5
"Magdalene Sisters, The (2002)",4.5
Looker (1981),4.5
Never Say Never Again (1983),4.5
My Father and My Son (Babam ve oglum) (2005),4.5
Bill Burr: I'm Sorry You Feel That Way (2014),4.5
Jim Jefferies: BARE (2014),4.5
Newsies (1992),4.5
Jesus Christ Superstar (1973),4.5
"Wings of the Dove, The (1997)",4.5
The Post (2017),4.5
Pelé: Birth of a Legend (2016),4.5
Red Flag (2012),4.5
"Bridge on the River Kwai, The (1957)",4.458333333333333
Double Indemnity (1944),4.444444444444445
Rebecca (1940),4.4375
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",4.4375
"Celebration, The (Festen) (1998)",4.4375
His Girl Friday (1940),4.4375
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.4375
Happiness (1998),4.428571428571429
"Secret of Roan Inish, The (1994)",4.428571428571429
Kolya (Kolja) (1996),4.416666666666667
Dawn of the Dead (2004),4.416666666666667
Breaking Away (1979),4.416666666666667
"Shawshank Redemption, The (1994)",4.410810810810811
Prisoners (2013),4.409090909090909
In the Heat of the Night (1967),4.4
Planet Earth (2006),4.4
Dead Man (1995),4.4
Kiki's Delivery Service (Majo no takkyûbin) (1989),4.4
Persepolis (2007),4.4
Chariots of Fire (1981),4.4
"Hustler, The (1961)",4.375
"Man Who Shot Liberty Valance, The (1962)",4.375
Watership Down (1978),4.375
Empire of the Sun (1987),4.375
Solaris (Solyaris) (1972),4.375
Monty Python Live at the Hollywood Bowl (1982),4.375
Anna and the King (1999),4.375
Louis C.K.: Shameless (2007),4.375
Louis C.K.: Hilarious (2010),4.375
Once Upon a Time in the West (C'era una volta il West) (1968),4.363636363636363
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.363636363636363
Creature Comforts (1989),4.357142857142857
Spotlight (2015),4.35
Lone Star (1996),4.346153846153846
Au revoir les enfants (1987),4.333333333333333
My Life in Pink (Ma vie en rose) (1997),4.333333333333333
"Killing, The (1956)",4.333333333333333
Henry V (1989),4.333333333333333
Priest (1994),4.333333333333333
Living in Oblivion (1995),4.333333333333333
Day & Night (2010),4.333333333333333
Hunt for the Wilderpeople (2016),4.333333333333333
My Left Foot (1989),4.333333333333333
Witness for the Prosecution (1957),4.333333333333333
Guess Who's Coming to Dinner (1967),4.333333333333333
"Believer, The (2001)",4.333333333333333
Four Lions (2010),4.333333333333333
"Ghost and Mrs. Muir, The (1947)",4.333333333333333
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),4.333333333333333
"Producers, The (1968)",4.333333333333333
Bullitt (1968),4.333333333333333
Raiders of the Lost Ark: The Adaptation (1989),4.333333333333333
"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.333333333333333
"Quiet Man, The (1952)",4.333333333333333
Dersu Uzala (1975),4.333333333333333
Valmont (1989),4.333333333333333
Monsoon Wedding (2001),4.333333333333333
High Noon (1952),4.333333333333333
Mutiny on the Bounty (1935),4.333333333333333
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),4.333333333333333
My Wife is an Actress (Ma Femme est une Actrice) (2001),4.333333333333333
Taxi 2 (2000),4.333333333333333
Lawrence of Arabia (1962),4.32
Elite Squad (Tropa de Elite) (2007),4.3125
In the Name of the Father (1993),4.3125
White Squall (1996),4.3125
"Maltese Falcon, The (1941)",4.3076923076923075
Voices from the List (2004),4.3
Crumb (1994),4.3
Persuasion (1995),4.3
The Raid: Redemption (2011),4.3
Who's Afraid of Virginia Woolf? (1966),4.3
In the Mood For Love (Fa yeung nin wa) (2000),4.3
Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.294117647058823
"Affair to Remember, An (1957)",4.285714285714286
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.285714285714286
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),4.285714285714286
"Third Man, The (1949)",4.28125
"Commitments, The (1991)",4.277777777777778
Ghost Dog: The Way of the Samurai (1999),4.269230769230769
"Boondock Saints, The (2000)",4.269230769230769
"Dark Knight, The (2008)",4.267045454545454
Schindler's List (1993),4.264462809917355
Star Wars: Episode V - The Empire Strikes Back (1980),4.251968503937008
Dave Chappelle: For What it's Worth (2004),4.25
Notorious (1946),4.25
"King of Comedy, The (1983)",4.25
Zelig (1983),4.25
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",4.25
Sleuth (2007),4.25
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),4.25
Time of the Gypsies (Dom za vesanje) (1989),4.25
Malèna (2000),4.25
Chasing Liberty (2004),4.25
Forgotten Silver (1996),4.25
Red Cliff (Chi bi) (2008),4.25
Candy (2006),4.25
Incendies (2010),4.25
Seven Sisters (2017),4.25
"Night at the Opera, A (1935)",4.25
After Life (Wandafuru raifu) (1998),4.25
Ponyo (Gake no ue no Ponyo) (2008),4.25
Eat Drink Man Woman (Yin shi nan nu) (1994),4.25
"Crazies, The (2010)",4.25
Cat on a Hot Tin Roof (1958),4.25
Stalingrad (1993),4.25
Lolita (1997),4.25
"Life of David Gale, The (2003)",4.25
Hoop Dreams (1994),4.25
All Watched Over by Machines of Loving Grace (2011),4.25
Mr. Smith Goes to Washington (1939),4.25
From Here to Eternity (1953),4.25
Octopussy (1983),4.25
Priceless (Hors de prix) (2006),4.25
Searching for Sugar Man (2012),4.25
Top Hat (1935),4.25
Badlands (1973),4.25
Biutiful (2010),4.25
Blended (2014),4.25
"Mirror, The (Zerkalo) (1975)",4.25
Inland Empire (2006),4.25
"Very Potter Musical, A (2009)",4.25
Locke (2013),4.25
"Girl on the Bridge, The (Fille sur le pont, La) (1999)",4.25
Berlin Calling (2008),4.25
Bagdad Cafe (Out of Rosenheim) (1987),4.25
"Sorry, Wrong Number (1948)",4.25
Star Wars: Episode IV - A New Hope (1977),4.25
Let Me In (2010),4.25
Breathless (À bout de souffle) (1960),4.25
"Grapes of Wrath, The (1940)",4.25
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",4.25
Where the Buffalo Roam (1980),4.25
Geri's Game (1997),4.25
Casualties of War (1989),4.25
Mr. Right (2016),4.25
Apocalypse Now (1979),4.25
Drugstore Cowboy (1989),4.25
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),4.25
"Killing Fields, The (1984)",4.25
Husbands and Wives (1992),4.25
Midnight Express (1978),4.25
Art School Confidential (2006),4.25
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",4.25
"Adventures of Robin Hood, The (1938)",4.25
Frank (2014),4.25
"Gold Rush, The (1925)",4.25
Going Clear: Scientology and the Prison of Belief (2015),4.25
Adam's Apples (Adams æbler) (2005),4.25
Central Intelligence (2016),4.25
Straw Dogs (1971),4.25
You Can Count on Me (2000),4.25
Underground (1995),4.25
Titus (1999),4.25
Simply Irresistible (1999),4.25
Manderlay (2005),4.25
Outfoxed: Rupert Murdoch's War on Journalism (2004),4.25
Pirates of Silicon Valley (1999),4.25
Asterix and Cleopatra (Astérix et Cléopâtre) (1968),4.25
The Diary of Anne Frank (1959),4.25
Knockin' on Heaven's Door (1997),4.25
Hector and the Search for Happiness (2014),4.25
In the Loop (2009),4.25
Nymphomaniac: Volume I (2013),4.25
"Other Woman, The (2014)",4.25
Ulee's Gold (1997),4.25
Ginger Snaps (2000),4.25
Born Yesterday (1950),4.25
"Outlaw Josey Wales, The (1976)",4.25
42nd Street (1933),4.25
"Unforgiven, The (1960)",4.25
Big Night (1996),4.25
"Sacrifice, The (Offret - Sacraficatio) (1986)",4.25
Happy Accidents (2000),4.25
Ninja Assassin (2009),4.25
Peggy Sue Got Married (1986),4.25
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",4.25
"Bill Cosby, Himself (1983)",4.25
Better Luck Tomorrow (2002),4.25
Goal! The Dream Begins (Goal!) (2005),4.25
"Usual Suspects, The (1995)",4.248
"Princess Bride, The (1987)",4.2407407407407405
Casablanca (1942),4.237704918032787
"Boot, Das (Boat, The) (1981)",4.2368421052631575
Rosemary's Baby (1968),4.233333333333333
"Last King of Scotland, The (2006)",4.230769230769231
Inglourious Basterds (2009),4.23
It Happened One Night (1934),4.2272727272727275
Logan (2017),4.2272727272727275
Thank You for Smoking (2006),4.225
12 Angry Men (1957),4.225
"Hunt, The (Jagten) (2012)",4.222222222222222
Harold and Maude (1971),4.222222222222222
To Catch a Thief (1955),4.222222222222222
Evil Dead II (Dead by Dawn) (1987),4.222222222222222
American Splendor (2003),4.214285714285714
"Hours, The (2002)",4.214285714285714
Star Wars: Episode VI - Return of the Jedi (1983),4.211864406779661
Rear Window (1954),4.205882352941177
3:10 to Yuma (2007),4.205882352941177
"Great Escape, The (1963)",4.204545454545454
Dallas Buyers Club (2013),4.2
Planet Earth II (2016),4.2
"Best Years of Our Lives, The (1946)",4.2
"Thin Blue Line, The (1988)",4.2
You Only Live Twice (1967),4.2
Battleship Potemkin (1925),4.2
One Flew Over the Cuckoo's Nest (1975),4.2
Bed of Roses (1996),4.2
Kelly's Heroes (1970),4.2
Local Hero (1983),4.2
"King of Kong, The (2007)",4.2
Rise of the Guardians (2012),4.2
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.196428571428571
North by Northwest (1959),4.1911764705882355
Inside Job (2010),4.1875
Malcolm X (1992),4.1875
Untitled Spider-Man Reboot (2017),4.1875
Forbidden Planet (1956),4.1875
Goodfellas (1990),4.1866666666666665
American History X (1998),4.184931506849315
Reservoir Dogs (1992),4.184210526315789
For a Few Dollars More (Per qualche dollaro in più) (1965),4.181818181818182
Glory (1989),4.18
"Silence of the Lambs, The (1991)",4.178125
Bonnie and Clyde (1967),4.175
City of God (Cidade de Deus) (2002),4.173913043478261
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.173611111111111
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.1735537190082646
Before Night Falls (2000),4.166666666666667
"Dish, The (2001)",4.166666666666667
"Verdict, The (1982)",4.166666666666667
"Devil's Backbone, The (Espinazo del diablo, El) (2001)",4.166666666666667
Thirteen Days (2000),4.166666666666667
"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.166666666666667
Once (2006),4.166666666666667
Sleuth (1972),4.166666666666667
Wild Tales (2014),4.166666666666667
"City of Lost Children, The (Cité des enfants perdus, La) (1995)",4.166666666666667
Predestination (2014),4.166666666666667
"Education, An (2009)",4.166666666666667
The Lair of the White Worm (1988),4.166666666666667
Across the Universe (2007),4.166666666666667
2046 (2004),4.166666666666667
Love and Death (1975),4.166666666666667
"Endless Summer, The (1966)",4.166666666666667
Final Fantasy VII: Advent Children (2004),4.166666666666667
Very Bad Things (1998),4.166666666666667
Tora! Tora! Tora! (1970),4.166666666666667
Near Dark (1987),4.166666666666667
Crazy Heart (2009),4.166666666666667
Doctor Zhivago (1965),4.166666666666667
Swing Kids (1993),4.166666666666667
She's the Man (2006),4.166666666666667
Transformers: The Movie (1986),4.166666666666667
Little Children (2006),4.166666666666667
UHF (1989),4.166666666666667
Top Secret! (1984),4.166666666666667
Gladiator (1992),4.166666666666667
Sanjuro (Tsubaki Sanjûrô) (1962),4.166666666666667
Submarine (2010),4.166666666666667
Breaker Morant (1980),4.166666666666667
Citizenfour (2014),4.166666666666667
Magnum Force (1973),4.166666666666667
Henry: Portrait of a Serial Killer (1986),4.166666666666667
Persona (1966),4.166666666666667
Suspiria (1977),4.166666666666667
High Plains Drifter (1973),4.166666666666667
Jackass 2.5 (2007),4.166666666666667
Paddington (2014),4.166666666666667
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.166666666666667
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",4.166666666666667
On the Waterfront (1954),4.166666666666667
Bad Education (La mala educación) (2004),4.166666666666667
King of New York (1990),4.166666666666667
Unforgiven (1992),4.160714285714286
Watchmen (2009),4.16
"Departed, The (2006)",4.155172413793103
Fight Club (1999),4.154166666666667
"Godfather, The (1972)",4.1525423728813555
"Pianist, The (2002)",4.151515151515151
"Conversation, The (1974)",4.15
And Your Mother Too (Y tu mamá también) (2001),4.15
"Green Mile, The (1999)",4.147540983606557
"Matrix, The (1999)",4.147239263803681
Blade Runner (1982),4.1466666666666665
Eternal Sunshine of the Spotless Mind (2004),4.145833333333333
The Martian (2015),4.145833333333333
Saving Private Ryan (1998),4.144736842105263
Fargo (1996),4.144736842105263
"King and I, The (1956)",4.142857142857143
SLC Punk! (1998),4.142857142857143
Batman: Mask of the Phantasm (1993),4.142857142857143
Mission: Impossible - Rogue Nation (2015),4.142857142857143
Psycho (1960),4.138297872340425
Captain Phillips (2013),4.136363636363637
"Big Short, The (2015)",4.133333333333334
"Assassination of Jesse James by the Coward Robert Ford, The (2007)",4.125
Dirty Rotten Scoundrels (1988),4.125
United 93 (2006),4.125
eXistenZ (1999),4.125
Eight Men Out (1988),4.125
"Three Burials of Melquiades Estrada, The (2006)",4.125
"Year of Living Dangerously, The (1982)",4.125
House of Games (1987),4.125
"Master, The (2012)",4.125
About Time (2013),4.125
"Aristocrats, The (2005)",4.125
"Importance of Being Earnest, The (2002)",4.125
"Lion in Winter, The (1968)",4.125
What Dreams May Come (1998),4.125
"Conjuring, The (2013)",4.125
Nixon (1995),4.125
American Beauty (1999),4.122881355932203
"Godfather: Part II, The (1974)",4.121621621621622
There Will Be Blood (2007),4.119047619047619
Forrest Gump (1994),4.117021276595745
No Country for Old Men (2007),4.116279069767442
Big Hero 6 (2014),4.115384615384615
Whiplash (2014),4.113636363636363
Amadeus (1984),4.1125
Three Colors: Red (Trois couleurs: Rouge) (1994),4.111111111111111
It's a Wonderful Life (1946),4.109375
Nightcrawler (2014),4.107142857142857
Vertigo (1958),4.106060606060606
"Hurt Locker, The (2008)",4.105263157894737
Irreversible (Irréversible) (2002),4.1
Radio (2003),4.1
Roman Holiday (1953),4.1
Three Colors: White (Trzy kolory: Bialy) (1994),4.1
Straight Outta Compton (2015),4.1
Hedwig and the Angry Inch (2000),4.1
"Spanish Prisoner, The (1997)",4.1
Departures (Okuribito) (2008),4.1
Gaslight (1944),4.1
Dredd (2012),4.1
FLCL (2000),4.1
Chinatown (1974),4.1
"Corporation, The (2003)",4.1
Seven Samurai (Shichinin no samurai) (1954),4.096774193548387
Pulp Fiction (1994),4.095744680851064
"Lives of Others, The (Das leben der Anderen) (2006)",4.095238095238095
Star Trek Into Darkness (2013),4.090909090909091
"Sex, Lies, and Videotape (1989)",4.090909090909091
Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.09
Go (1999),4.086956521739131
Memento (2000),4.08421052631579
Hacksaw Ridge (2016),4.083333333333333
Invasion of the Body Snatchers (1956),4.083333333333333
Monty Python's And Now for Something Completely Different (1971),4.083333333333333
Defending Your Life (1991),4.083333333333333
Network (1976),4.083333333333333
Life as a House (2001),4.083333333333333
Cinderella Man (2005),4.083333333333333
Taxi Driver (1976),4.083333333333333
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",4.083333333333333
Ong-Bak: The Thai Warrior (Ong Bak) (2003),4.083333333333333
"Postman, The (Postino, Il) (1994)",4.083333333333333
"Man from Earth, The (2007)",4.083333333333333
Mr. Brooks (2007),4.083333333333333
Toy Story 3 (2010),4.083333333333333
Hidden Figures (2016),4.083333333333333
Annie (1982),4.083333333333333
Wallace & Gromit: The Best of Aardman Animation (1996),4.076923076923077
"Professional, The (Le professionnel) (1981)",4.076923076923077
Full Metal Jacket (1987),4.076271186440678
Boogie Nights (1997),4.075
Fantasia (1940),4.074074074074074
In Bruges (2008),4.071428571428571
Closer (2004),4.071428571428571
Spellbound (2002),4.071428571428571
Cool Hand Luke (1967),4.069444444444445
Snatch (2000),4.0636363636363635
"39 Steps, The (1935)",4.0625
Barton Fink (1991),4.0625
Emma (1996),4.0625
"Man Who Would Be King, The (1975)",4.0625
"Longest Day, The (1962)",4.0625
This Is Spinal Tap (1984),4.0625
To Kill a Mockingbird (1962),4.0625
Rosencrantz and Guildenstern Are Dead (1990),4.0625
WALL·E (2008),4.0625
Dial M for Murder (1954),4.0625
Yojimbo (1961),4.0625
Seven Pounds (2008),4.0625
"Iron Giant, The (1999)",4.06
"Sweet Hereafter, The (1997)",4.055555555555555
Battlestar Galactica (2003),4.055555555555555
Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.055555555555555
"Legend of Drunken Master, The (Jui kuen II) (1994)",4.055555555555555
Bringing Up Baby (1938),4.055555555555555
Patton (1970),4.05
Bottle Rocket (1996),4.05
Carlito's Way (1993),4.05
Layer Cake (2004),4.05
Eastern Promises (2007),4.05
Guardians of the Galaxy (2014),4.046875
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",4.045454545454546
The Machinist (2004),4.045454545454546
"Little Princess, A (1995)",4.045454545454546
Rashomon (Rashômon) (1950),4.045454545454546
"Secret Life of Walter Mitty, The (2013)",4.045454545454546
Monty Python and the Holy Grail (1975),4.04320987654321
"River Runs Through It, A (1992)",4.041666666666667
Waiting for Guffman (1996),4.041666666666667
Dancer in the Dark (2000),4.041666666666667
Lost in Translation (2003),4.03921568627451
"Apartment, The (1960)",4.038461538461538
Strangers on a Train (1951),4.035714285714286
The Imitation Game (2014),4.035714285714286
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),4.035714285714286
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.034883720930233
"Lord of the Rings: The Return of the King, The (2003)",4.034653465346534
"Christmas Story, A (1983)",4.033333333333333
Casino (1995),4.031914893617022
"Manchurian Candidate, The (1962)",4.03125
Life Is Beautiful (La Vita è bella) (1997),4.029411764705882
Platoon (1986),4.0285714285714285
"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.027777777777778
Trainspotting (1996),4.02542372881356
Inception (2010),4.025
"African Queen, The (1951)",4.023809523809524
Raging Bull (1980),4.023809523809524
Limitless (2011),4.021739130434782
Kingsman: The Secret Service (2015),4.021739130434782
Adaptation (2002),4.020833333333333
Edge of Tomorrow (2014),4.017857142857143
Young Frankenstein (1974),4.014705882352941
Shutter Island (2010),4.013513513513513
Casino Royale (2006),4.011904761904762
